,PGA [m/s2],Sa [m/s2],East - local,West - local,North - local,South - local,East - macro,West - macro,North - macro,South - macro,Global
000365XA_Sa_0.8g,2.9074353224678213,7.848000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000365XA_Sa_0.9g,3.2708647377762987,8.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000365XA_Sa_1.0g,3.6342941530847765,9.81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
000365XA_Sa_1.1g,3.997723568393254,10.791000000000002,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2
000365XA_Sa_1.2g,4.361152983701731,11.772,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2
000365XA_Sa_1.3g,4.724582399010209,12.753000000000002,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,3
000365XA_Sa_1.4g,5.088011814318687,13.734,2.0,2.0,4.0,4.0,0.0,3.0,0.0,0.0,3
000365XA_Sa_1.5g,5.451441229627164,14.715,2.0,2.0,4.0,4.0,0.0,3.0,0.0,0.0,4
000384XA_Sa_0.1g,0.9336507854855335,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000384XA_Sa_0.2g,1.867301570971067,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000384XA_Sa_0.3g,2.8009523564566003,2.943,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
000384XA_Sa_0.4g,3.734603141942134,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
000384XA_Sa_0.5g,4.668253927427667,4.905,2.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,1
000384XA_Sa_0.6g,5.601904712913201,5.886,4.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,1
000384XA_Sa_0.7g,6.535555498398733,6.867,4.0,4.0,0.0,2.0,4.0,4.0,0.0,0.0,2
000384XA_Sa_0.8g,7.469206283884268,7.848000000000001,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,2
000384XA_Sa_0.9g,8.402857069369801,8.829,4.0,4.0,4.0,3.0,4.0,4.0,0.0,2.0,3
000384XA_Sa_1.0g,9.336507854855334,9.81,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3
000384XA_Sa_1.1g,10.270158640340869,10.791000000000002,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4
000384XA_Sa_1.2g,11.203809425826401,11.772,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000384XA_Sa_1.3g,12.137460211311936,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000384XA_Sa_1.4g,13.071110996797467,13.734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000384XA_Sa_1.5g,14.004761782283003,14.715,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000413XA_Sa_0.1g,0.3420992865041173,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000413XA_Sa_0.2g,0.6841985730082346,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000413XA_Sa_0.3g,1.0262978595123518,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000413XA_Sa_0.4g,1.3683971460164692,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
000413XA_Sa_0.5g,1.7104964325205865,4.905,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2
000413XA_Sa_0.6g,2.0525957190247035,5.886,4.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,2
000413XA_Sa_0.7g,2.394695005528821,6.867,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000413XA_Sa_0.8g,2.7367942920329384,7.848000000000001,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000413XA_Sa_0.9g,3.0788935785370555,8.829,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000413XA_Sa_1.0g,3.420992865041173,9.81,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000413XA_Sa_1.1g,3.7630921515452904,10.791000000000002,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000413XA_Sa_1.2g,4.105191438049407,11.772,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000413XA_Sa_1.3g,4.4472907245535245,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000413XA_Sa_1.4g,4.789390011057642,13.734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000413XA_Sa_1.5g,5.131489297561759,14.715,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000419XA_Sa_0.1g,0.3546507244374772,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000419XA_Sa_0.2g,0.7093014488749544,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000419XA_Sa_0.3g,1.0639521733124315,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000419XA_Sa_0.4g,1.4186028977499088,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000419XA_Sa_0.5g,1.773253622187386,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000419XA_Sa_0.6g,2.127904346624863,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000419XA_Sa_0.7g,2.4825550710623405,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000419XA_Sa_0.8g,2.8372057954998176,7.848000000000001,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2
000419XA_Sa_0.9g,3.191856519937295,8.829,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3
000419XA_Sa_1.0g,3.546507244374772,9.81,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4
000419XA_Sa_1.1g,3.901157968812249,10.791000000000002,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4
000419XA_Sa_1.2g,4.255808693249726,11.772,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4
000419XA_Sa_1.3g,4.610459417687204,12.753000000000002,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4
000419XA_Sa_1.4g,4.965110142124681,13.734,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4
000419XA_Sa_1.5g,5.319760866562158,14.715,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4
000435XA_Sa_0.1g,0.34261003280036556,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000435XA_Sa_0.2g,0.6852200656007311,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000435XA_Sa_0.3g,1.0278300984010964,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000435XA_Sa_0.4g,1.3704401312014622,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
000435XA_Sa_0.5g,1.7130501640018274,4.905,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
000435XA_Sa_0.6g,2.055660196802193,5.886,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1
000435XA_Sa_0.7g,2.398270229602558,6.867,3.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,2
000435XA_Sa_0.8g,2.7408802624029245,7.848000000000001,4.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,2
000435XA_Sa_0.9g,3.0834902952032897,8.829,4.0,4.0,0.0,2.0,4.0,4.0,0.0,0.0,2
000435XA_Sa_1.0g,3.426100328003655,9.81,4.0,4.0,0.0,3.0,4.0,4.0,0.0,0.0,2
000435XA_Sa_1.1g,3.768710360804021,10.791000000000002,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,2
000435XA_Sa_1.2g,4.111320393604386,11.772,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,3
000435XA_Sa_1.3g,4.453930426404752,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,3
000435XA_Sa_1.4g,4.796540459205116,13.734,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.0,3
000435XA_Sa_1.5g,5.1391504920054825,14.715,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3
000559XA_Sa_0.1g,0.48161924723885075,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000559XA_Sa_0.2g,0.9632384944777015,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000559XA_Sa_0.3g,1.444857741716552,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000559XA_Sa_0.4g,1.926476988955403,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000559XA_Sa_0.5g,2.4080962361942535,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000559XA_Sa_0.6g,2.889715483433104,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000559XA_Sa_0.7g,3.371334730671955,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000559XA_Sa_0.8g,3.852953977910806,7.848000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000559XA_Sa_0.9g,4.334573225149657,8.829,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3
000559XA_Sa_1.0g,4.816192472388507,9.81,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3
000559XA_Sa_1.1g,5.297811719627359,10.791000000000002,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,3
000559XA_Sa_1.2g,5.779430966866208,11.772,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3
000559XA_Sa_1.3g,6.26105021410506,12.753000000000002,3.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4
000559XA_Sa_1.4g,6.74266946134391,13.734,3.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,4
000559XA_Sa_1.5g,7.224288708582762,14.715,3.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,4
000591XA_Sa_0.1g,0.30654091816699186,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000591XA_Sa_0.2g,0.6130818363339837,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000591XA_Sa_0.3g,0.9196227545009754,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000591XA_Sa_0.4g,1.2261636726679674,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000591XA_Sa_0.5g,1.5327045908349592,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000591XA_Sa_0.6g,1.8392455090019508,5.886,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2
000591XA_Sa_0.7g,2.1457864271689426,6.867,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2
000591XA_Sa_0.8g,2.452327345335935,7.848000000000001,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3
000591XA_Sa_0.9g,2.7588682635029267,8.829,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,3
000591XA_Sa_1.0g,3.0654091816699185,9.81,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,3
000591XA_Sa_1.1g,3.3719500998369107,10.791000000000002,2.0,2.0,4.0,4.0,0.0,3.0,0.0,0.0,3
000591XA_Sa_1.2g,3.6784910180039017,11.772,2.0,2.0,4.0,4.0,0.0,3.0,0.0,0.0,4
000591XA_Sa_1.3g,3.9850319361708944,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,4
000591XA_Sa_1.4g,4.291572854337885,13.734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000591XA_Sa_1.5g,4.5981137725048775,14.715,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
000593XA_Sa_0.1g,1.0307755532561826,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000593XA_Sa_0.2g,2.0615511065123653,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000593XA_Sa_0.3g,3.0923266597685477,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000593XA_Sa_0.4g,4.123102213024731,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000593XA_Sa_0.5g,5.153877766280912,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000593XA_Sa_0.6g,6.184653319537095,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000593XA_Sa_0.7g,7.215428872793277,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000593XA_Sa_0.8g,8.246204426049461,7.848000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000593XA_Sa_0.9g,9.276979979305642,8.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000593XA_Sa_1.0g,10.307755532561824,9.81,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2
000593XA_Sa_1.1g,11.338531085818008,10.791000000000002,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2
000593XA_Sa_1.2g,12.36930663907419,11.772,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,2
000593XA_Sa_1.3g,13.400082192330373,12.753000000000002,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,3
000593XA_Sa_1.4g,14.430857745586554,13.734,2.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,3
000593XA_Sa_1.5g,15.461633298842738,14.715,3.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,3
000622XA_Sa_0.1g,0.4068938087521557,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000622XA_Sa_0.2g,0.8137876175043114,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000622XA_Sa_0.3g,1.220681426256467,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000622XA_Sa_0.4g,1.6275752350086228,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000622XA_Sa_0.5g,2.0344690437607786,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000622XA_Sa_0.6g,2.441362852512934,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000622XA_Sa_0.7g,2.8482566612650895,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000622XA_Sa_0.8g,3.2551504700172456,7.848000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000622XA_Sa_0.9g,3.6620442787694016,8.829,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
000622XA_Sa_1.0g,4.068938087521557,9.81,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2
000622XA_Sa_1.1g,4.4758318962737125,10.791000000000002,4.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,2
000622XA_Sa_1.2g,4.882725705025868,11.772,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000622XA_Sa_1.3g,5.289619513778024,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000622XA_Sa_1.4g,5.696513322530179,13.734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000622XA_Sa_1.5g,6.103407131282336,14.715,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000766XA_Sa_0.1g,0.8871447841585408,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000766XA_Sa_0.2g,1.7742895683170816,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000766XA_Sa_0.3g,2.6614343524756223,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000766XA_Sa_0.4g,3.5485791366341632,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000766XA_Sa_0.5g,4.435723920792704,4.905,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
000766XA_Sa_0.6g,5.322868704951245,5.886,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2
000766XA_Sa_0.7g,6.210013489109786,6.867,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2
000766XA_Sa_0.8g,7.0971582732683265,7.848000000000001,3.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,3
000766XA_Sa_0.9g,7.984303057426867,8.829,4.0,3.0,0.0,2.0,4.0,4.0,0.0,0.0,3
000766XA_Sa_1.0g,8.871447841585407,9.81,4.0,4.0,0.0,3.0,4.0,4.0,0.0,0.0,3
000766XA_Sa_1.1g,9.75859262574395,10.791000000000002,4.0,4.0,0.0,3.0,4.0,4.0,0.0,0.0,4
000766XA_Sa_1.2g,10.64573740990249,11.772,4.0,4.0,0.0,3.0,4.0,4.0,0.0,0.0,4
000766XA_Sa_1.3g,11.532882194061031,12.753000000000002,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4
000766XA_Sa_1.4g,12.420026978219571,13.734,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,4
000766XA_Sa_1.5g,13.307171762378111,14.715,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,4
000948XA_Sa_0.1g,0.6573510928420421,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000948XA_Sa_0.2g,1.3147021856840841,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000948XA_Sa_0.3g,1.9720532785261264,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000948XA_Sa_0.4g,2.6294043713681683,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000948XA_Sa_0.5g,3.2867554642102106,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000948XA_Sa_0.6g,3.944106557052253,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000948XA_Sa_0.7g,4.601457649894295,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000948XA_Sa_0.8g,5.258808742736337,7.848000000000001,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2
000948XA_Sa_0.9g,5.916159835578379,8.829,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3
000948XA_Sa_1.0g,6.573510928420421,9.81,2.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,3
000948XA_Sa_1.1g,7.230862021262464,10.791000000000002,2.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,4
000948XA_Sa_1.2g,7.888213114104506,11.772,4.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0,4
000948XA_Sa_1.3g,8.545564206946548,12.753000000000002,4.0,3.0,3.0,4.0,0.0,4.0,0.0,0.0,4
000948XA_Sa_1.4g,9.20291529978859,13.734,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4
000948XA_Sa_1.5g,9.860266392630631,14.715,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4
000990XA_Sa_0.1g,0.6243916446836093,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000990XA_Sa_0.2g,1.2487832893672186,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000990XA_Sa_0.3g,1.8731749340508277,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000990XA_Sa_0.4g,2.497566578734437,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000990XA_Sa_0.5g,3.1219582234180465,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000990XA_Sa_0.6g,3.7463498681016554,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000990XA_Sa_0.7g,4.370741512785265,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000990XA_Sa_0.8g,4.995133157468874,7.848000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000990XA_Sa_0.9g,5.619524802152483,8.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000990XA_Sa_1.0g,6.243916446836093,9.81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
000990XA_Sa_1.1g,6.868308091519702,10.791000000000002,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2
000990XA_Sa_1.2g,7.492699736203311,11.772,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2
000990XA_Sa_1.3g,8.11709138088692,12.753000000000002,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2
000990XA_Sa_1.4g,8.74148302557053,13.734,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3
000990XA_Sa_1.5g,9.365874670254138,14.715,2.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,3
001313XA_Sa_0.1g,0.4837843568102989,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
001313XA_Sa_0.2g,0.9675687136205978,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
001313XA_Sa_0.3g,1.4513530704308966,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
001313XA_Sa_0.4g,1.9351374272411956,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
001313XA_Sa_0.5g,2.4189217840514945,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
001313XA_Sa_0.6g,2.902706140861793,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
001313XA_Sa_0.7g,3.386490497672092,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
001313XA_Sa_0.8g,3.8702748544823913,7.848000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
001313XA_Sa_0.9g,4.35405921129269,8.829,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2
001313XA_Sa_1.0g,4.837843568102989,9.81,3.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2
001313XA_Sa_1.1g,5.3216279249132885,10.791000000000002,3.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,2
001313XA_Sa_1.2g,5.805412281723586,11.772,4.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,2
001313XA_Sa_1.3g,6.289196638533886,12.753000000000002,4.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0,2
001313XA_Sa_1.4g,6.772980995344184,13.734,4.0,4.0,3.0,3.0,0.0,4.0,0.0,0.0,2
001313XA_Sa_1.5g,7.256765352154483,14.715,4.0,4.0,3.0,3.0,0.0,4.0,0.0,3.0,2
001715XA_Sa_0.1g,0.35814094091234533,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
001715XA_Sa_0.2g,0.7162818818246907,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
001715XA_Sa_0.3g,1.0744228227370358,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
001715XA_Sa_0.4g,1.4325637636493813,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
001715XA_Sa_0.5g,1.7907047045617266,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
001715XA_Sa_0.6g,2.1488456454740716,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
001715XA_Sa_0.7g,2.506986586386417,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
001715XA_Sa_0.8g,2.8651275272987626,7.848000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
001715XA_Sa_0.9g,3.223268468211108,8.829,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
001715XA_Sa_1.0g,3.581409409123453,9.81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
001715XA_Sa_1.1g,3.939550350035799,10.791000000000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2
001715XA_Sa_1.2g,4.297691290948143,11.772,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2
001715XA_Sa_1.3g,4.655832231860489,12.753000000000002,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2
001715XA_Sa_1.4g,5.013973172772834,13.734,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2
001715XA_Sa_1.5g,5.37211411368518,14.715,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,2
002015XA_Sa_0.1g,1.0341300604521866,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
002015XA_Sa_0.2g,2.068260120904373,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
002015XA_Sa_0.3g,3.10239018135656,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
002015XA_Sa_0.4g,4.136520241808746,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
002015XA_Sa_0.5g,5.170650302260933,4.905,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
002015XA_Sa_0.6g,6.20478036271312,5.886,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2
002015XA_Sa_0.7g,7.238910423165307,6.867,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,2
002015XA_Sa_0.8g,8.273040483617493,7.848000000000001,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,2
002015XA_Sa_0.9g,9.307170544069681,8.829,4.0,4.0,3.0,3.0,4.0,4.0,0.0,3.0,3
002015XA_Sa_1.0g,10.341300604521866,9.81,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3
002015XA_Sa_1.1g,11.375430664974054,10.791000000000002,4.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,3
002015XA_Sa_1.2g,12.40956072542624,11.772,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3
002015XA_Sa_1.3g,13.443690785878426,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3
002015XA_Sa_1.4g,14.477820846330614,13.734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
002015XA_Sa_1.5g,15.5119509067828,14.715,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
003802XA_Sa_0.1g,1.1181240490200668,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
003802XA_Sa_0.2g,2.2362480980401336,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
003802XA_Sa_0.3g,3.3543721470602,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
003802XA_Sa_0.4g,4.472496196080267,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
003802XA_Sa_0.5g,5.590620245100334,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
003802XA_Sa_0.6g,6.7087442941204,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
