,PGA [m/s2],Sa [m/s2],East - local,West - local,North - local,South - local,East - macro,West - macro,North - macro,South - macro,Global
006040XA_Sa_0.2g,2.0085748625795152,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
006040XA_Sa_0.3g,3.0128622938692726,2.943,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2
006040XA_Sa_0.4g,4.0171497251590305,3.9240000000000004,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3
006040XA_Sa_0.5g,5.021437156448788,4.905,4.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,3
006040XA_Sa_0.6g,6.025724587738545,5.886,4.0,4.0,3.0,4.0,2.0,4.0,0.0,0.0,4
006040XA_Sa_0.7g,7.030012019028302,6.867,4.0,4.0,4.0,4.0,1.0,4.0,0.0,0.0,3
006040XA_Sa_0.8g,8.034299450318061,7.848000000000001,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,3
006040XA_Sa_0.9g,9.038586881607818,8.829,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4
006040XA_Sa_1.0g,10.042874312897576,9.81,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.0,4
006040XA_Sa_1.1g,11.047161744187335,10.791000000000002,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
006040XA_Sa_1.2g,12.05144917547709,11.772,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
006040XA_Sa_1.3g,13.05573660676685,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
006040XA_Sa_1.4g,14.060024038056604,13.734,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
006040XA_Sa_1.5g,15.064311469346363,14.715,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
006115XA_Sa_0.1g,0.7634990916314169,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
006115XA_Sa_0.2g,1.5269981832628339,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
006115XA_Sa_0.3g,2.2904972748942503,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
006115XA_Sa_0.4g,3.0539963665256677,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
006115XA_Sa_0.5g,3.8174954581570844,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
006115XA_Sa_0.6g,4.5809945497885005,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
006115XA_Sa_0.7g,5.344493641419918,6.867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
006115XA_Sa_0.8g,6.1079927330513355,7.848000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
006115XA_Sa_0.9g,6.871491824682752,8.829,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
006115XA_Sa_1.0g,7.634990916314169,9.81,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3
006115XA_Sa_1.1g,8.398490007945586,10.791000000000002,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,4
006115XA_Sa_1.2g,9.161989099577001,11.772,2.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,4
006115XA_Sa_1.3g,9.92548819120842,12.753000000000002,3.0,2.0,3.0,4.0,0.0,3.0,0.0,0.0,4
006115XA_Sa_1.4g,10.688987282839836,13.734,3.0,2.0,4.0,4.0,0.0,3.0,0.0,0.0,4
006115XA_Sa_1.5g,11.452486374471254,14.715,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
006131XA_Sa_0.1g,0.3253051734157994,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
006131XA_Sa_0.2g,0.6506103468315988,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
006131XA_Sa_0.3g,0.975915520247398,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
006131XA_Sa_0.4g,1.3012206936631976,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
006131XA_Sa_0.5g,1.6265258670789968,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
006131XA_Sa_0.6g,1.951831040494796,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
006131XA_Sa_0.7g,2.2771362139105955,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
006131XA_Sa_0.8g,2.602441387326395,7.848000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
006131XA_Sa_0.9g,2.9277465607421944,8.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
006131XA_Sa_1.0g,3.2530517341579936,9.81,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2
006131XA_Sa_1.1g,3.5783569075737933,10.791000000000002,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2
006131XA_Sa_1.2g,3.903662080989592,11.772,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2
006131XA_Sa_1.3g,4.228967254405392,12.753000000000002,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2
006131XA_Sa_1.4g,4.554272427821191,13.734,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3
006131XA_Sa_1.5g,4.87957760123699,14.715,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3
